sample_id,trajectory_id,step_id,changed_parameter,raw_changed_parameter,raw_JuvenileLeaves,actual_JuvenileLeaves,raw_Rmax_LTAR,actual_Rmax_LTAR,raw_Rmax_LTIR,actual_Rmax_LTIR,raw_PhyllFrmTassel,actual_PhyllFrmTassel,raw_StayGreen,actual_StayGreen,raw_LM_min,actual_LM_min,raw_Diffx,actual_Diffx,raw_Diffz,actual_Diffz,raw_thetaR,actual_thetaR,raw_thetaS,actual_thetaS,raw_Alfa,actual_Alfa,raw_n,actual_n,raw_Ks,actual_Ks
622,45,5,StayGreen,StayGreen,20.0,20,0.58,0.58,0.92,0.92,3.1,3.1,4.05,4.05,118.33333333333333,118.33333333333333,20.666666666666668,20.666666666666668,0.9,0.9,0.08066666666666666,0.08066666666666666,0.473,0.473,0.037333333333333336,0.037333333333333336,1.72,1.72,24.166666666666668,24.166666666666668
623,45,6,LM_min,LM_min,20.0,20,0.58,0.58,0.92,0.92,3.1,3.1,4.05,4.05,130.0,130.0,20.666666666666668,20.666666666666668,0.9,0.9,0.08066666666666666,0.08066666666666666,0.473,0.473,0.037333333333333336,0.037333333333333336,1.72,1.72,24.166666666666668,24.166666666666668
624,45,7,Alfa,Alfa,20.0,20,0.58,0.58,0.92,0.92,3.1,3.1,4.05,4.05,130.0,130.0,20.666666666666668,20.666666666666668,0.9,0.9,0.08066666666666666,0.08066666666666666,0.473,0.473,0.032,0.032,1.72,1.72,24.166666666666668,24.166666666666668
625,45,8,thetaR,thetaR,20.0,20,0.58,0.58,0.92,0.92,3.1,3.1,4.05,4.05,130.0,130.0,20.666666666666668,20.666666666666668,0.9,0.9,0.07,0.07,0.473,0.473,0.032,0.032,1.72,1.72,24.166666666666668,24.166666666666668
626,45,9,thetaS,thetaS,20.0,20,0.58,0.58,0.92,0.92,3.1,3.1,4.05,4.05,130.0,130.0,20.666666666666668,20.666666666666668,0.9,0.9,0.07,0.07,0.4156666666666667,0.4156666666666667,0.032,0.032,1.72,1.72,24.166666666666668,24.166666666666668
627,45,10,Diffx,Diffx,20.0,20,0.58,0.58,0.92,0.92,3.1,3.1,4.05,4.05,130.0,130.0,18.0,18.0,0.9,0.9,0.07,0.07,0.4156666666666667,0.4156666666666667,0.032,0.032,1.72,1.72,24.166666666666668,24.166666666666668
628,45,11,n,n,20.0,20,0.58,0.58,0.92,0.92,3.1,3.1,4.05,4.05,130.0,130.0,18.0,18.0,0.9,0.9,0.07,0.07,0.4156666666666667,0.4156666666666667,0.032,0.032,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
629,45,12,Rmax_LTIR,Rmax_LTIR,20.0,20,0.58,0.58,1.0,1.0,3.1,3.1,4.05,4.05,130.0,130.0,18.0,18.0,0.9,0.9,0.07,0.07,0.4156666666666667,0.4156666666666667,0.032,0.032,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
630,45,13,PhyllFrmTassel,PhyllFrmTassel,20.0,20,0.58,0.58,1.0,1.0,2.7,2.7,4.05,4.05,130.0,130.0,18.0,18.0,0.9,0.9,0.07,0.07,0.4156666666666667,0.4156666666666667,0.032,0.032,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
631,46,0,,,16.0,16,0.58,0.58,0.96,0.96,2.9,2.9,4.65,4.65,124.16666666666667,124.16666666666667,19.333333333333332,19.333333333333332,1.0333333333333334,1.0333333333333334,0.086,0.086,0.4443333333333333,0.4443333333333333,0.034666666666666665,0.034666666666666665,1.72,1.72,24.166666666666668,24.166666666666668
632,46,1,LM_min,LM_min,16.0,16,0.58,0.58,0.96,0.96,2.9,2.9,4.65,4.65,112.5,112.5,19.333333333333332,19.333333333333332,1.0333333333333334,1.0333333333333334,0.086,0.086,0.4443333333333333,0.4443333333333333,0.034666666666666665,0.034666666666666665,1.72,1.72,24.166666666666668,24.166666666666668
633,46,2,n,n,16.0,16,0.58,0.58,0.96,0.96,2.9,2.9,4.65,4.65,112.5,112.5,19.333333333333332,19.333333333333332,1.0333333333333334,1.0333333333333334,0.086,0.086,0.4443333333333333,0.4443333333333333,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
634,46,3,thetaR,thetaR,16.0,16,0.58,0.58,0.96,0.96,2.9,2.9,4.65,4.65,112.5,112.5,19.333333333333332,19.333333333333332,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.4443333333333333,0.4443333333333333,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
635,46,4,Diffx,Diffx,16.0,16,0.58,0.58,0.96,0.96,2.9,2.9,4.65,4.65,112.5,112.5,22.0,22.0,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.4443333333333333,0.4443333333333333,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
636,46,5,thetaS,thetaS,16.0,16,0.58,0.58,0.96,0.96,2.9,2.9,4.65,4.65,112.5,112.5,22.0,22.0,1.0333333333333334,1.0333333333333334,0.07533333333333334,0.07533333333333334,0.387,0.387,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
637,46,6,Diffz,Diffz,16.0,16,0.58,0.58,0.96,0.96,2.9,2.9,4.65,4.65,112.5,112.5,22.0,22.0,0.9,0.9,0.07533333333333334,0.07533333333333334,0.387,0.387,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
638,46,7,Rmax_LTAR,Rmax_LTAR,16.0,16,0.5113333333333333,0.5113333333333333,0.96,0.96,2.9,2.9,4.65,4.65,112.5,112.5,22.0,22.0,0.9,0.9,0.07533333333333334,0.07533333333333334,0.387,0.387,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
639,46,8,Ks,Ks,16.0,16,0.5113333333333333,0.5113333333333333,0.96,0.96,2.9,2.9,4.65,4.65,112.5,112.5,22.0,22.0,0.9,0.9,0.07533333333333334,0.07533333333333334,0.387,0.387,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,27.5,27.5
640,46,9,JuvenileLeaves,JuvenileLeaves,18.666666666666668,19,0.5113333333333333,0.5113333333333333,0.96,0.96,2.9,2.9,4.65,4.65,112.5,112.5,22.0,22.0,0.9,0.9,0.07533333333333334,0.07533333333333334,0.387,0.387,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,27.5,27.5
641,46,10,PhyllFrmTassel,PhyllFrmTassel,18.666666666666668,19,0.5113333333333333,0.5113333333333333,0.96,0.96,3.3,3.3,4.65,4.65,112.5,112.5,22.0,22.0,0.9,0.9,0.07533333333333334,0.07533333333333334,0.387,0.387,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,27.5,27.5
642,46,11,Alfa,Alfa,18.666666666666668,19,0.5113333333333333,0.5113333333333333,0.96,0.96,3.3,3.3,4.65,4.65,112.5,112.5,22.0,22.0,0.9,0.9,0.07533333333333334,0.07533333333333334,0.387,0.387,0.04,0.04,1.5066666666666666,1.5066666666666666,27.5,27.5
643,46,12,StayGreen,StayGreen,18.666666666666668,19,0.5113333333333333,0.5113333333333333,0.96,0.96,3.3,3.3,4.05,4.05,112.5,112.5,22.0,22.0,0.9,0.9,0.07533333333333334,0.07533333333333334,0.387,0.387,0.04,0.04,1.5066666666666666,1.5066666666666666,27.5,27.5
644,46,13,Rmax_LTIR,Rmax_LTIR,18.666666666666668,19,0.5113333333333333,0.5113333333333333,0.88,0.88,3.3,3.3,4.05,4.05,112.5,112.5,22.0,22.0,0.9,0.9,0.07533333333333334,0.07533333333333334,0.387,0.387,0.04,0.04,1.5066666666666666,1.5066666666666666,27.5,27.5
645,47,0,,,17.333333333333332,17,0.58,0.58,1.0,1.0,2.7,2.7,4.95,4.95,130.0,130.0,18.0,18.0,1.1,1.1,0.08066666666666666,0.08066666666666666,0.387,0.387,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,22.5,22.5
646,47,1,Rmax_LTAR,Rmax_LTAR,17.333333333333332,17,0.5113333333333333,0.5113333333333333,1.0,1.0,2.7,2.7,4.95,4.95,130.0,130.0,18.0,18.0,1.1,1.1,0.08066666666666666,0.08066666666666666,0.387,0.387,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,22.5,22.5
647,47,2,JuvenileLeaves,JuvenileLeaves,20.0,20,0.5113333333333333,0.5113333333333333,1.0,1.0,2.7,2.7,4.95,4.95,130.0,130.0,18.0,18.0,1.1,1.1,0.08066666666666666,0.08066666666666666,0.387,0.387,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,22.5,22.5
648,47,3,Ks,Ks,20.0,20,0.5113333333333333,0.5113333333333333,1.0,1.0,2.7,2.7,4.95,4.95,130.0,130.0,18.0,18.0,1.1,1.1,0.08066666666666666,0.08066666666666666,0.387,0.387,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
649,47,4,Diffz,Diffz,20.0,20,0.5113333333333333,0.5113333333333333,1.0,1.0,2.7,2.7,4.95,4.95,130.0,130.0,18.0,18.0,0.9666666666666667,0.9666666666666667,0.08066666666666666,0.08066666666666666,0.387,0.387,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
650,47,5,thetaS,thetaS,20.0,20,0.5113333333333333,0.5113333333333333,1.0,1.0,2.7,2.7,4.95,4.95,130.0,130.0,18.0,18.0,0.9666666666666667,0.9666666666666667,0.08066666666666666,0.08066666666666666,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
651,47,6,thetaR,thetaR,20.0,20,0.5113333333333333,0.5113333333333333,1.0,1.0,2.7,2.7,4.95,4.95,130.0,130.0,18.0,18.0,0.9666666666666667,0.9666666666666667,0.07,0.07,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
652,47,7,PhyllFrmTassel,PhyllFrmTassel,20.0,20,0.5113333333333333,0.5113333333333333,1.0,1.0,3.1,3.1,4.95,4.95,130.0,130.0,18.0,18.0,0.9666666666666667,0.9666666666666667,0.07,0.07,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
653,47,8,n,n,20.0,20,0.5113333333333333,0.5113333333333333,1.0,1.0,3.1,3.1,4.95,4.95,130.0,130.0,18.0,18.0,0.9666666666666667,0.9666666666666667,0.07,0.07,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.4,1.4,25.833333333333332,25.833333333333332
654,47,9,Diffx,Diffx,20.0,20,0.5113333333333333,0.5113333333333333,1.0,1.0,3.1,3.1,4.95,4.95,130.0,130.0,20.666666666666668,20.666666666666668,0.9666666666666667,0.9666666666666667,0.07,0.07,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.4,1.4,25.833333333333332,25.833333333333332
655,47,10,StayGreen,StayGreen,20.0,20,0.5113333333333333,0.5113333333333333,1.0,1.0,3.1,3.1,4.35,4.35,130.0,130.0,20.666666666666668,20.666666666666668,0.9666666666666667,0.9666666666666667,0.07,0.07,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.4,1.4,25.833333333333332,25.833333333333332
656,47,11,Alfa,Alfa,20.0,20,0.5113333333333333,0.5113333333333333,1.0,1.0,3.1,3.1,4.35,4.35,130.0,130.0,20.666666666666668,20.666666666666668,0.9666666666666667,0.9666666666666667,0.07,0.07,0.4443333333333333,0.4443333333333333,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
657,47,12,Rmax_LTIR,Rmax_LTIR,20.0,20,0.5113333333333333,0.5113333333333333,0.92,0.92,3.1,3.1,4.35,4.35,130.0,130.0,20.666666666666668,20.666666666666668,0.9666666666666667,0.9666666666666667,0.07,0.07,0.4443333333333333,0.4443333333333333,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
658,47,13,LM_min,LM_min,20.0,20,0.5113333333333333,0.5113333333333333,0.92,0.92,3.1,3.1,4.35,4.35,118.33333333333333,118.33333333333333,20.666666666666668,20.666666666666668,0.9666666666666667,0.9666666666666667,0.07,0.07,0.4443333333333333,0.4443333333333333,0.032,0.032,1.4,1.4,25.833333333333332,25.833333333333332
659,48,0,,,18.666666666666668,19,0.58,0.58,0.88,0.88,2.9,2.9,4.95,4.95,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.08066666666666666,0.08066666666666666,0.4156666666666667,0.4156666666666667,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,27.5,27.5
660,48,1,thetaR,thetaR,18.666666666666668,19,0.58,0.58,0.88,0.88,2.9,2.9,4.95,4.95,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.07,0.07,0.4156666666666667,0.4156666666666667,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,27.5,27.5
661,48,2,JuvenileLeaves,JuvenileLeaves,16.0,16,0.58,0.58,0.88,0.88,2.9,2.9,4.95,4.95,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.07,0.07,0.4156666666666667,0.4156666666666667,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,27.5,27.5
662,48,3,PhyllFrmTassel,PhyllFrmTassel,16.0,16,0.58,0.58,0.88,0.88,3.3,3.3,4.95,4.95,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.07,0.07,0.4156666666666667,0.4156666666666667,0.037333333333333336,0.037333333333333336,1.6133333333333333,1.6133333333333333,27.5,27.5
663,48,4,Alfa,Alfa,16.0,16,0.58,0.58,0.88,0.88,3.3,3.3,4.95,4.95,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.07,0.07,0.4156666666666667,0.4156666666666667,0.032,0.032,1.6133333333333333,1.6133333333333333,27.5,27.5
664,48,5,Rmax_LTIR,Rmax_LTIR,16.0,16,0.58,0.58,0.96,0.96,3.3,3.3,4.95,4.95,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.07,0.07,0.4156666666666667,0.4156666666666667,0.032,0.032,1.6133333333333333,1.6133333333333333,27.5,27.5
665,48,6,Diffz,Diffz,16.0,16,0.58,0.58,0.96,0.96,3.3,3.3,4.95,4.95,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,1.1,1.1,0.07,0.07,0.4156666666666667,0.4156666666666667,0.032,0.032,1.6133333333333333,1.6133333333333333,27.5,27.5
666,48,7,Ks,Ks,16.0,16,0.58,0.58,0.96,0.96,3.3,3.3,4.95,4.95,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,1.1,1.1,0.07,0.07,0.4156666666666667,0.4156666666666667,0.032,0.032,1.6133333333333333,1.6133333333333333,24.166666666666668,24.166666666666668
667,48,8,Diffx,Diffx,16.0,16,0.58,0.58,0.96,0.96,3.3,3.3,4.95,4.95,118.33333333333333,118.33333333333333,22.0,22.0,1.1,1.1,0.07,0.07,0.4156666666666667,0.4156666666666667,0.032,0.032,1.6133333333333333,1.6133333333333333,24.166666666666668,24.166666666666668
668,48,9,Rmax_LTAR,Rmax_LTAR,16.0,16,0.5113333333333333,0.5113333333333333,0.96,0.96,3.3,3.3,4.95,4.95,118.33333333333333,118.33333333333333,22.0,22.0,1.1,1.1,0.07,0.07,0.4156666666666667,0.4156666666666667,0.032,0.032,1.6133333333333333,1.6133333333333333,24.166666666666668,24.166666666666668
669,48,10,StayGreen,StayGreen,16.0,16,0.5113333333333333,0.5113333333333333,0.96,0.96,3.3,3.3,4.35,4.35,118.33333333333333,118.33333333333333,22.0,22.0,1.1,1.1,0.07,0.07,0.4156666666666667,0.4156666666666667,0.032,0.032,1.6133333333333333,1.6133333333333333,24.166666666666668,24.166666666666668
670,48,11,thetaS,thetaS,16.0,16,0.5113333333333333,0.5113333333333333,0.96,0.96,3.3,3.3,4.35,4.35,118.33333333333333,118.33333333333333,22.0,22.0,1.1,1.1,0.07,0.07,0.473,0.473,0.032,0.032,1.6133333333333333,1.6133333333333333,24.166666666666668,24.166666666666668
671,48,12,LM_min,LM_min,16.0,16,0.5113333333333333,0.5113333333333333,0.96,0.96,3.3,3.3,4.35,4.35,130.0,130.0,22.0,22.0,1.1,1.1,0.07,0.07,0.473,0.473,0.032,0.032,1.6133333333333333,1.6133333333333333,24.166666666666668,24.166666666666668
672,48,13,n,n,16.0,16,0.5113333333333333,0.5113333333333333,0.96,0.96,3.3,3.3,4.35,4.35,130.0,130.0,22.0,22.0,1.1,1.1,0.07,0.07,0.473,0.473,0.032,0.032,1.4,1.4,24.166666666666668,24.166666666666668
673,49,0,,,20.0,20,0.58,0.58,0.96,0.96,3.1,3.1,4.65,4.65,112.5,112.5,20.666666666666668,20.666666666666668,1.0333333333333334,1.0333333333333334,0.086,0.086,0.387,0.387,0.04,0.04,1.72,1.72,27.5,27.5
674,49,1,JuvenileLeaves,JuvenileLeaves,17.333333333333332,17,0.58,0.58,0.96,0.96,3.1,3.1,4.65,4.65,112.5,112.5,20.666666666666668,20.666666666666668,1.0333333333333334,1.0333333333333334,0.086,0.086,0.387,0.387,0.04,0.04,1.72,1.72,27.5,27.5
675,49,2,PhyllFrmTassel,PhyllFrmTassel,17.333333333333332,17,0.58,0.58,0.96,0.96,2.7,2.7,4.65,4.65,112.5,112.5,20.666666666666668,20.666666666666668,1.0333333333333334,1.0333333333333334,0.086,0.086,0.387,0.387,0.04,0.04,1.72,1.72,27.5,27.5
676,49,3,Diffz,Diffz,17.333333333333332,17,0.58,0.58,0.96,0.96,2.7,2.7,4.65,4.65,112.5,112.5,20.666666666666668,20.666666666666668,0.9,0.9,0.086,0.086,0.387,0.387,0.04,0.04,1.72,1.72,27.5,27.5
677,49,4,LM_min,LM_min,17.333333333333332,17,0.58,0.58,0.96,0.96,2.7,2.7,4.65,4.65,124.16666666666667,124.16666666666667,20.666666666666668,20.666666666666668,0.9,0.9,0.086,0.086,0.387,0.387,0.04,0.04,1.72,1.72,27.5,27.5
678,49,5,Alfa,Alfa,17.333333333333332,17,0.58,0.58,0.96,0.96,2.7,2.7,4.65,4.65,124.16666666666667,124.16666666666667,20.666666666666668,20.666666666666668,0.9,0.9,0.086,0.086,0.387,0.387,0.034666666666666665,0.034666666666666665,1.72,1.72,27.5,27.5
679,49,6,StayGreen,StayGreen,17.333333333333332,17,0.58,0.58,0.96,0.96,2.7,2.7,4.05,4.05,124.16666666666667,124.16666666666667,20.666666666666668,20.666666666666668,0.9,0.9,0.086,0.086,0.387,0.387,0.034666666666666665,0.034666666666666665,1.72,1.72,27.5,27.5
680,49,7,Diffx,Diffx,17.333333333333332,17,0.58,0.58,0.96,0.96,2.7,2.7,4.05,4.05,124.16666666666667,124.16666666666667,18.0,18.0,0.9,0.9,0.086,0.086,0.387,0.387,0.034666666666666665,0.034666666666666665,1.72,1.72,27.5,27.5
681,49,8,Rmax_LTIR,Rmax_LTIR,17.333333333333332,17,0.58,0.58,0.88,0.88,2.7,2.7,4.05,4.05,124.16666666666667,124.16666666666667,18.0,18.0,0.9,0.9,0.086,0.086,0.387,0.387,0.034666666666666665,0.034666666666666665,1.72,1.72,27.5,27.5
682,49,9,Ks,Ks,17.333333333333332,17,0.58,0.58,0.88,0.88,2.7,2.7,4.05,4.05,124.16666666666667,124.16666666666667,18.0,18.0,0.9,0.9,0.086,0.086,0.387,0.387,0.034666666666666665,0.034666666666666665,1.72,1.72,24.166666666666668,24.166666666666668
683,49,10,n,n,17.333333333333332,17,0.58,0.58,0.88,0.88,2.7,2.7,4.05,4.05,124.16666666666667,124.16666666666667,18.0,18.0,0.9,0.9,0.086,0.086,0.387,0.387,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
684,49,11,thetaR,thetaR,17.333333333333332,17,0.58,0.58,0.88,0.88,2.7,2.7,4.05,4.05,124.16666666666667,124.16666666666667,18.0,18.0,0.9,0.9,0.07533333333333334,0.07533333333333334,0.387,0.387,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
685,49,12,thetaS,thetaS,17.333333333333332,17,0.58,0.58,0.88,0.88,2.7,2.7,4.05,4.05,124.16666666666667,124.16666666666667,18.0,18.0,0.9,0.9,0.07533333333333334,0.07533333333333334,0.4443333333333333,0.4443333333333333,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
686,49,13,Rmax_LTAR,Rmax_LTAR,17.333333333333332,17,0.5113333333333333,0.5113333333333333,0.88,0.88,2.7,2.7,4.05,4.05,124.16666666666667,124.16666666666667,18.0,18.0,0.9,0.9,0.07533333333333334,0.07533333333333334,0.4443333333333333,0.4443333333333333,0.034666666666666665,0.034666666666666665,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
687,50,0,,,16.0,16,0.58,0.58,0.92,0.92,3.3,3.3,4.95,4.95,130.0,130.0,22.0,22.0,1.1,1.1,0.07533333333333334,0.07533333333333334,0.387,0.387,0.032,0.032,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
688,50,1,JuvenileLeaves,JuvenileLeaves,18.666666666666668,19,0.58,0.58,0.92,0.92,3.3,3.3,4.95,4.95,130.0,130.0,22.0,22.0,1.1,1.1,0.07533333333333334,0.07533333333333334,0.387,0.387,0.032,0.032,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
689,50,2,thetaR,thetaR,18.666666666666668,19,0.58,0.58,0.92,0.92,3.3,3.3,4.95,4.95,130.0,130.0,22.0,22.0,1.1,1.1,0.086,0.086,0.387,0.387,0.032,0.032,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
690,50,3,thetaS,thetaS,18.666666666666668,19,0.58,0.58,0.92,0.92,3.3,3.3,4.95,4.95,130.0,130.0,22.0,22.0,1.1,1.1,0.086,0.086,0.4443333333333333,0.4443333333333333,0.032,0.032,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
691,50,4,Rmax_LTAR,Rmax_LTAR,18.666666666666668,19,0.5113333333333333,0.5113333333333333,0.92,0.92,3.3,3.3,4.95,4.95,130.0,130.0,22.0,22.0,1.1,1.1,0.086,0.086,0.4443333333333333,0.4443333333333333,0.032,0.032,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
692,50,5,PhyllFrmTassel,PhyllFrmTassel,18.666666666666668,19,0.5113333333333333,0.5113333333333333,0.92,0.92,2.9,2.9,4.95,4.95,130.0,130.0,22.0,22.0,1.1,1.1,0.086,0.086,0.4443333333333333,0.4443333333333333,0.032,0.032,1.5066666666666666,1.5066666666666666,24.166666666666668,24.166666666666668
693,50,6,n,n,18.666666666666668,19,0.5113333333333333,0.5113333333333333,0.92,0.92,2.9,2.9,4.95,4.95,130.0,130.0,22.0,22.0,1.1,1.1,0.086,0.086,0.4443333333333333,0.4443333333333333,0.032,0.032,1.72,1.72,24.166666666666668,24.166666666666668
694,50,7,Diffz,Diffz,18.666666666666668,19,0.5113333333333333,0.5113333333333333,0.92,0.92,2.9,2.9,4.95,4.95,130.0,130.0,22.0,22.0,0.9666666666666667,0.9666666666666667,0.086,0.086,0.4443333333333333,0.4443333333333333,0.032,0.032,1.72,1.72,24.166666666666668,24.166666666666668
695,50,8,StayGreen,StayGreen,18.666666666666668,19,0.5113333333333333,0.5113333333333333,0.92,0.92,2.9,2.9,4.35,4.35,130.0,130.0,22.0,22.0,0.9666666666666667,0.9666666666666667,0.086,0.086,0.4443333333333333,0.4443333333333333,0.032,0.032,1.72,1.72,24.166666666666668,24.166666666666668
696,50,9,Diffx,Diffx,18.666666666666668,19,0.5113333333333333,0.5113333333333333,0.92,0.92,2.9,2.9,4.35,4.35,130.0,130.0,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.086,0.086,0.4443333333333333,0.4443333333333333,0.032,0.032,1.72,1.72,24.166666666666668,24.166666666666668
697,50,10,LM_min,LM_min,18.666666666666668,19,0.5113333333333333,0.5113333333333333,0.92,0.92,2.9,2.9,4.35,4.35,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.086,0.086,0.4443333333333333,0.4443333333333333,0.032,0.032,1.72,1.72,24.166666666666668,24.166666666666668
698,50,11,Alfa,Alfa,18.666666666666668,19,0.5113333333333333,0.5113333333333333,0.92,0.92,2.9,2.9,4.35,4.35,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.086,0.086,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.72,1.72,24.166666666666668,24.166666666666668
699,50,12,Ks,Ks,18.666666666666668,19,0.5113333333333333,0.5113333333333333,0.92,0.92,2.9,2.9,4.35,4.35,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.086,0.086,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.72,1.72,27.5,27.5
700,50,13,Rmax_LTIR,Rmax_LTIR,18.666666666666668,19,0.5113333333333333,0.5113333333333333,1.0,1.0,2.9,2.9,4.35,4.35,118.33333333333333,118.33333333333333,19.333333333333332,19.333333333333332,0.9666666666666667,0.9666666666666667,0.086,0.086,0.4443333333333333,0.4443333333333333,0.037333333333333336,0.037333333333333336,1.72,1.72,27.5,27.5
701,51,0,,,16.0,16,0.58,0.58,0.88,0.88,2.9,2.9,4.05,4.05,112.5,112.5,19.333333333333332,19.333333333333332,1.1,1.1,0.08066666666666666,0.08066666666666666,0.4156666666666667,0.4156666666666667,0.04,0.04,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
702,51,1,StayGreen,StayGreen,16.0,16,0.58,0.58,0.88,0.88,2.9,2.9,4.65,4.65,112.5,112.5,19.333333333333332,19.333333333333332,1.1,1.1,0.08066666666666666,0.08066666666666666,0.4156666666666667,0.4156666666666667,0.04,0.04,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
703,51,2,JuvenileLeaves,JuvenileLeaves,18.666666666666668,19,0.58,0.58,0.88,0.88,2.9,2.9,4.65,4.65,112.5,112.5,19.333333333333332,19.333333333333332,1.1,1.1,0.08066666666666666,0.08066666666666666,0.4156666666666667,0.4156666666666667,0.04,0.04,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
704,51,3,Rmax_LTIR,Rmax_LTIR,18.666666666666668,19,0.58,0.58,0.96,0.96,2.9,2.9,4.65,4.65,112.5,112.5,19.333333333333332,19.333333333333332,1.1,1.1,0.08066666666666666,0.08066666666666666,0.4156666666666667,0.4156666666666667,0.04,0.04,1.6133333333333333,1.6133333333333333,25.833333333333332,25.833333333333332
705,51,4,Ks,Ks,18.666666666666668,19,0.58,0.58,0.96,0.96,2.9,2.9,4.65,4.65,112.5,112.5,19.333333333333332,19.333333333333332,1.1,1.1,0.08066666666666666,0.08066666666666666,0.4156666666666667,0.4156666666666667,0.04,0.04,1.6133333333333333,1.6133333333333333,22.5,22.5
